OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime.Time,ActivityStartTime.TimeZoneCode,ActivityEndDate,ActivityEndTime.Time,ActivityEndTime.TimeZoneCode,ActivityDepthHeightMeasure.MeasureValue,ActivityDepthHeightMeasure.MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure.MeasureValue,ActivityTopDepthHeightMeasure.MeasureUnitCode,ActivityBottomDepthHeightMeasure.MeasureValue,ActivityBottomDepthHeightMeasure.MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod.MethodIdentifier,SampleCollectionMethod.MethodIdentifierContext,SampleCollectionMethod.MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure.MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure.MeasureValue,ResultDepthHeightMeasure.MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod.MethodIdentifier,ResultAnalyticalMethod.MethodIdentifierContext,ResultAnalyticalMethod.MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure.MeasureValue,DetectionQuantitationLimitMeasure.MeasureUnitCode,PreparationStartDate,ProviderName,ActivityStartTime.TimeZoneCode_offset,ActivityStartDateTime,ActivityEndTime.TimeZoneCode_offset,ActivityEndDateTime
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02104646,Sample-Routine,Water,Surface Water,2020-10-19,09:26:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04072076,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.039,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,5,2020-10-19T14:26:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02100493,Sample-Routine,Water,Surface Water,2020-10-19,09:52:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04085074,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Dissolved,0.317,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00666,NA,NA,NA,NA,NA,AKP03,USGS,"Nutrients, wf, persulfate (NE)",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2020-10-19T14:52:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02100493,Sample-Routine,Water,Surface Water,2020-10-19,09:52:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04085074,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.36,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2020-10-19T14:52:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02100463,Sample-Routine,Water,Surface Water,2020-10-19,10:22:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04085068,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chloride,Dissolved,215,mg/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2020-10-19T15:22:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02100463,Sample-Routine,Water,Surface Water,2020-10-19,10:22:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04085068,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Dissolved,0.214,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00666,NA,NA,NA,NA,NA,AKP03,USGS,"Nutrients, wf, persulfate (NE)",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2020-10-19T15:22:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02100463,Sample-Routine,Water,Surface Water,2020-10-19,10:22:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04085068,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.23,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2020-10-19T15:22:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02100463,Sample-Routine,Water,Surface Water,2020-10-19,10:22:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04085068,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Nitrate,Dissolved,0.79,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00618,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2020-10-19T15:22:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02100466,Sample-Routine,Water,Surface Water,2020-10-19,10:51:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-040850684,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.12,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2020-10-19T15:51:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02100466,Sample-Routine,Water,Surface Water,2020-10-19,10:51:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-040850684,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Dissolved,0.109,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00666,NA,NA,NA,NA,NA,AKP03,USGS,"Nutrients, wf, persulfate (NE)",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2020-10-19T15:51:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02100466,Sample-Routine,Water,Surface Water,2020-10-19,10:51:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-040850684,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chloride,Dissolved,134,mg/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2020-10-19T15:51:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02100466,Sample-Routine,Water,Surface Water,2020-10-19,10:51:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-040850684,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Nitrate,Dissolved,0.24,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00618,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2020-10-19T15:51:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02100516,Sample-Routine,Water,Surface Water,2020-10-19,11:13:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04085078,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Dissolved,0.073,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00666,NA,NA,NA,NA,NA,AKP03,USGS,"Nutrients, wf, persulfate (NE)",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2020-10-19T16:13:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02100516,Sample-Routine,Water,Surface Water,2020-10-19,11:13:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04085078,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.08,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2020-10-19T16:13:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02100516,Sample-Routine,Water,Surface Water,2020-10-19,11:13:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04085078,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chloride,Dissolved,84.5,mg/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2020-10-19T16:13:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02100516,Sample-Routine,Water,Surface Water,2020-10-19,11:13:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04085078,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Nitrate,Dissolved,0.13,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00618,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2020-10-19T16:13:00Z,NA,NA
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-253418255,Sample-Routine,Water,NA,2020-10-20,16:30:00,CDT,2020-10-20,16:45:00,CDT,NA,NA,NA,NA,NA,NA,NA,Cap_5_2014,WIDNR_WQX,WIDNR_WQX-10016502,NA,NA,NA,NA,GRAB SAMPLE,WIDNR_WQX,WATER GRAB SAMPLE,Miscellaneous (Other),NA,Phosphorus,Total,0.119,mg/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365.1,USEPA,Phosphorus by Colorimetry,https://www.nemi.gov/methods/method_summary/4823/,113133790,2020-11-02,NA,NA,NA,NA,NA,STORET,5,2020-10-20T21:30:00Z,5,2020-10-20T21:45:00Z
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02104923,Sample-Routine,Water,Surface Water,2020-10-22,10:44:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04084911,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.215,mg/l as P,NA,Accepted,NA,Estimated,NA,NA,NA,NA,NA,value estimated using GCLAS,00665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,6,2020-10-22T16:44:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02105098,Sample-Routine,Water,Surface Water,2020-10-22,10:59:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04072076,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.039,mg/l as P,NA,Preliminary,NA,Estimated,NA,NA,NA,NA,NA,value estimated using GCLAS,00665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,6,2020-10-22T16:59:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02105099,Sample-Routine,Water,Surface Water,2020-10-22,11:45:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04072076,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.039,mg/l as P,NA,Preliminary,NA,Estimated,NA,NA,NA,NA,NA,value estimated using GCLAS,00665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,6,2020-10-22T17:45:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02100496,Sample-Routine,Water,Surface Water,2020-10-22,13:55:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04085078,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.07,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2020-10-22T18:55:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02100496,Sample-Routine,Water,Surface Water,2020-10-22,13:55:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04085078,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Dissolved,0.048,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00666,NA,NA,NA,NA,NA,AKP03,USGS,"Nutrients, wf, persulfate (NE)",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2020-10-22T18:55:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02100469,Sample-Routine,Water,Surface Water,2020-10-22,14:30:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-040850684,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Dissolved,0.062,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00666,NA,NA,NA,NA,NA,AKP03,USGS,"Nutrients, wf, persulfate (NE)",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2020-10-22T19:30:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02100469,Sample-Routine,Water,Surface Water,2020-10-22,14:30:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-040850684,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.15,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",USGS WRI 03-4174,"Green Bay Metropolitan Sewerage Dist. (NEW Water) Lab, WI",NA,NA,NA,NA,NA,NA,NWIS,5,2020-10-22T19:30:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02105100,Sample-Routine,Water,Surface Water,2020-10-22,14:32:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04072076,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.413,mg/l as P,NA,Preliminary,NA,Estimated,NA,NA,NA,NA,NA,value estimated using GCLAS,00665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,6,2020-10-22T20:32:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02100154,Sample-Routine,Water,Surface Water,2020-10-22,16:15:00,CDT,2020-10-24,23:35:59,CDT,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-441520088045002,8,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.880,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,CL179,USGS,"Phosphorus, wu,FIA EPA365.4 (WI)",NA,University of Wisconsin Extension,2020-11-12,sample was diluted,NA,NA,NA,2020-11-10,NWIS,5,2020-10-22T21:15:00Z,5,2020-10-25T04:35:59Z
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02100154,Sample-Routine,Water,Surface Water,2020-10-22,16:15:00,CDT,2020-10-24,23:35:59,CDT,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-441520088045002,8,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chloride,Dissolved,47.5,mg/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,FCN01,USGS,"Chloride,wf,FIA ferricyanide(WI)",NA,University of Wisconsin Extension,2020-11-11,NA,NA,NA,NA,2020-11-06,NWIS,5,2020-10-22T21:15:00Z,5,2020-10-25T04:35:59Z
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02100155,Sample-Routine,Water,Surface Water,2020-10-22,17:00:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-441520088045001,1,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,8.1,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,CL179,USGS,"Phosphorus, wu,FIA EPA365.4 (WI)",NA,University of Wisconsin Extension,2020-11-12,sample was diluted,NA,NA,NA,2020-11-10,NWIS,5,2020-10-22T22:00:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02100155,Sample-Routine,Water,Surface Water,2020-10-22,17:00:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-441520088045001,1,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chloride,Dissolved,36.2,mg/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,FCN01,USGS,"Chloride,wf,FIA ferricyanide(WI)",NA,University of Wisconsin Extension,2020-11-11,NA,NA,NA,NA,2020-11-06,NWIS,5,2020-10-22T22:00:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02105101,Sample-Routine,Water,Surface Water,2020-10-22,16:47:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04072076,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.327,mg/l as P,NA,Preliminary,NA,Estimated,NA,NA,NA,NA,NA,value estimated using GCLAS,00665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,6,2020-10-22T22:47:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02100151,Sample-Routine,Water,Surface Water,2020-10-22,20:20:00,CDT,2020-10-23,06:30:59,CDT,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-441520088045001,13,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,4.5,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,CL179,USGS,"Phosphorus, wu,FIA EPA365.4 (WI)",NA,University of Wisconsin Extension,2020-11-12,sample was diluted,NA,NA,NA,2020-11-10,NWIS,5,2020-10-23T01:20:00Z,5,2020-10-23T11:30:59Z
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02100151,Sample-Routine,Water,Surface Water,2020-10-22,20:20:00,CDT,2020-10-23,06:30:59,CDT,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-441520088045001,13,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chloride,Dissolved,2.7,mg/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,FCN01,USGS,"Chloride,wf,FIA ferricyanide(WI)",NA,University of Wisconsin Extension,2020-11-11,NA,NA,NA,NA,2020-11-06,NWIS,5,2020-10-23T01:20:00Z,5,2020-10-23T11:30:59Z
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02100150,Sample-Routine,Water,Surface Water,2020-10-22,20:24:00,CDT,2020-10-24,02:45:59,CDT,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-441546088082001,9,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,3.2,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,CL179,USGS,"Phosphorus, wu,FIA EPA365.4 (WI)",NA,University of Wisconsin Extension,2020-11-12,sample was diluted,NA,NA,NA,2020-11-10,NWIS,5,2020-10-23T01:24:00Z,5,2020-10-24T07:45:59Z
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02100150,Sample-Routine,Water,Surface Water,2020-10-22,20:24:00,CDT,2020-10-24,02:45:59,CDT,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-441546088082001,9,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chloride,Dissolved,9.8,mg/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,FCN01,USGS,"Chloride,wf,FIA ferricyanide(WI)",NA,University of Wisconsin Extension,2020-11-11,NA,NA,NA,NA,2020-11-06,NWIS,5,2020-10-23T01:24:00Z,5,2020-10-24T07:45:59Z
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02100153,Sample-Routine,Water,Surface Water,2020-10-22,20:30:00,CDT,2020-10-23,10:00:59,CDT,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-442114088085701,8,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chloride,Dissolved,7.7,mg/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00940,NA,NA,NA,NA,NA,FCN01,USGS,"Chloride,wf,FIA ferricyanide(WI)",NA,University of Wisconsin Extension,2020-11-11,NA,NA,NA,NA,2020-11-06,NWIS,5,2020-10-23T01:30:00Z,5,2020-10-23T15:00:59Z
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02100153,Sample-Routine,Water,Surface Water,2020-10-22,20:30:00,CDT,2020-10-23,10:00:59,CDT,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-442114088085701,8,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,3.1,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,CL179,USGS,"Phosphorus, wu,FIA EPA365.4 (WI)",NA,University of Wisconsin Extension,2020-11-12,sample was diluted,NA,NA,NA,2020-11-10,NWIS,5,2020-10-23T01:30:00Z,5,2020-10-23T15:00:59Z
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02105102,Sample-Routine,Water,Surface Water,2020-10-22,20:00:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04072076,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.279,mg/l as P,NA,Preliminary,NA,Estimated,NA,NA,NA,NA,NA,value estimated using GCLAS,00665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,6,2020-10-23T02:00:00Z,NA,NA
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.02104632,Sample-Routine,Water,Surface Water,2020-10-22,21:25:00,CDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04072076,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Phosphorus,Total,0.961,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,5,2020-10-23T02:25:00Z,NA,NA
